,,,"PostMile","Post",,"Back",,,"Ahead",,,
4,1," SM"," ",27.75,"HALF MOON BAY, MAIN STREET                                                                                    ",1750,21300,18100,1600,19700,17100,
4,1," SM"," ",29.04,"HALF MOON BAY,   JCT. RTE. 92 EAST                                                                            ",2800,34000,30000,2300,28000,25500,
4,1," SM"," ",29.12,"HALF MOON BAY, MAIN STREET                                                                                    ",2300,28000,25500,3000,36500,34000,
4,1," SM"," ",30.23,"HALF MOON BAY,   FRENCHMANS CREEK ROAD                                                                        ",2450,30500,29000,2600,32000,30500,
4,1," SM"," ",33.36,"CAPISTRANO/OBISPO ROADS                                                                                       ",1900,23200,22000,1550,19100,18100,
4,1," SM"," ",35.34,"VALLEMAR/ETHELDORE STREETS                                                                                    ",1350,16500,15600,1450,17700,16800,
4,1," SM"," ",40.75,"PACIFICA, SAN PEDRO AVENUE                                                                                    ",1150,14300,13600,1400,17100,16300,
4,1," SM"," ",40.96,"PACIFICA, LINDA MAR BOULEVARD                                                                                 ",1400,17100,16300,2900,36000,34500,
4,1," SM"," ",42.01,"PACIFICA, ROCKAWAY BEACH AVENUE                                                                               ",2550,32000,30500,4050,50000,48000,
4,1," SM","R",42.58,"PACIFICA, REINA DEL MAR   AVENUE (TO VALLEMAR)                                                                ",4050,50000,48000,4050,50000,48000,
4,1," SM","R",43.21,"BEGIN FREEWAY                                                                                                 ",,,,,,,
4,1," SM","R",43.46,"PACIFICA, SHARP PARK ROAD                                                                                     ",4000,50000,48000,2950,37000,35500,
4,1," SM","R",43.74,"PACIFICA, CLARENDON ROAD/   OCEANA BOULEVARD                                                                  ",2950,37000,35500,3250,40500,39000,
4,1," SM","R",44.88,"PACIFICA, MILAGRA DRIVE   PEDESTRIAN OVERCROSSING                                                             ",3250,40500,39000,2550,32000,31000,
4,1," SM","R",45.39,"PACIFICA, MONTEREY ROAD                                                                                       ",2550,32000,31000,3600,45000,43500,
4,1," SM","R",45.54,"MILEPOST EQUATION   =45.46                                                                                    ",,,,,,,
4,1," SM","R",46.72,"DALY CITY, JCT. RTE. 35                                                                                       ",3600,45000,43500,5400,68000,66000,
4,1," SM","R",47.27,"DALY CITY, CLARINADA AVENUE                                                                                   ",5400,68000,66000,6100,77000,74000,
4,1," SM","R",47.8,"DALY CITY, SOUTH JCT. RTE. 280                                                                                ",6100,77000,74000,"      ","       ","       ",
4,1," SM"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
4,1," SM","R",48.36,"DALY CITY, NORTH JCT. RTE. 2  KNOWLES AVENUE                                                                  ","      ","       ","       ",8800,125000,124000,
4,1," SM","R",48.56,"SAN MATEO COUNTY (DALY CITY NORTH CITY LIMITS; END FREEWAY)                                           ","      ","       ","       ","      ","       ","       ",
4,1," SF","R",0,"SAN FRANCISCO COUNTY (SAN FRANCISCO SOUTH CITY LIMITS)SAN FRANCISCO, ALEMANY BOULEVARD                      ",8100,116000,115000,7600,108000,107000,
4,1," SF","R",0.31,"SAN FRANCISCO, BROTHERHOOD WAY/STANLEY DRIVE                                                                ",7600,108000,107000,6900,101000,98000,
4,1," SF","R",0.68,"SAN FRANCISCO, 19TH AVENUE/   JUNIPERO SERRA BOULEVARD                                                        ",6900,101000,98000,5400,78000,77000,
4,1," SF"," ",1.35,"SAN FRANCISCO, WINSTON DRIVE                                                                                  ",5300,78000,77000,5300,78000,77000,
4,1," SF"," ",1.9,"SAN FRANCISCO, JCT. RTE.   35/SLOAT BOULEVARD                                                                 ",5300,78000,77000,5700,85000,84000,
4,1," SF"," ",2.87,"SAN FRANCISCO, QUINTARA STREET                                                                                ",5700,84000,84000,5700,85000,84000,
4,1," SF"," ",4.05,"SAN FRANCISCO, LINCOLN WAY                                                                                    ",5700,85000,84000,5300,78000,78000,
4,1," SF"," ",5,"SAN FRANCISCO, FULTON STREET                                                                                  ",4400,66000,67000,4550,68000,67000,
4,1," SF"," ",5.88,"SAN FRANCISCO, LAKE STREET                                                                                    ",4550,68000,67000,4700,70000,69000,
4,1," SF"," ",5.98,"BEGIN FREEWAY                                                                                                 ",,,,,,,
4,1," SF"," ",7.08,"SAN FRANCISCO, PRESIDIO;   SOUTH JCT. RTE. 101                                                                ",4700,70000,69000,"      ","       ","       ",
4,1," SF"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
4,1,"MRN"," ","       ","MARIN COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
4,1,"MRN"," ",0,"MANZANITA, NORTH JCT. RTE. 101                                                                                ","      ","       ","       ",2900,33000,31000,
4,1,"MRN"," ",0.65,"TAMALPAIS JUNCTION,   ALMONTE BOULEVARD                                                                       ",2900,33000,31000,1750,18800,17300,
4,1,"MRN"," ",1.31,"PINE STREET/PINEHILL ROAD                                                                                     ",1450,14900,13400,1350,13100,11600,
4,1,"MRN"," ",1.91,"LORING AVENUE                                                                                                 ",1100,10500,9100,750,6700,5700,
4,1,"MRN"," ",3.35,"PANORAMIC HIGHWAY, SOUTH                                                                                      ",630,5600,4650,510,4400,3600,
4,1,"MRN"," ",5.92,"MUIR WOODS ROAD                                                                                               ",430,3850,3200,380,3450,2900,
4,1,"MRN"," ",12.21,"PANORAMIC HIGHWAY, NORTH                                                                                      ",380,3450,2900,510,4650,4000,
4,1,"MRN"," ",17.07,"FAIRFAX/BOLINAS ROADS                                                                                         ",240,2250,1950,350,3300,2950,
4,1,"MRN"," ",17.2,"BOLINAS ROAD                                                                                                  ",350,3300,2950,320,3050,2750,
4,1,"MRN"," ",26.51,"SIR FRANCIS DRAKE BOULEVARD, SOUTH                                                                            ",320,3050,2750,360,3500,3250,
4,1,"MRN"," ",28.6,"SIR FRANCIS DRAKE BOULEVARD, NORTH                                                                            ",360,3500,3250,700,6900,6500,
