"District","Route","County","Prefix","Postmile","Description","Back Peak Hour","Back Peak Month","Back AADT","Ahead Peak Hour","Ahead Peak Month","Ahead AADT",
4,1," SM"," ",26.43,"HALF MOON BAY,   MIRAMONTES POINT ROAD                                                                        ",610,11900,9200,970,16700,13900,
4,1," SM"," ",27.75,"HALF MOON BAY, MAIN STREET                                                                                    ",1300,21200,18100,1250,19000,16500,
4,1," SM"," ",29.04,"HALF MOON BAY,   JCT. RTE. 92 EAST                                                                            ",2300,32000,29000,2000,26500,24300,
4,1," SM"," ",29.12,"HALF MOON BAY, MAIN STREET                                                                                    ",2000,26500,24300,2800,35000,32500,
4,1," SM"," ",30.23,"HALF MOON BAY,   FRENCHMANS CREEK ROAD                                                                        ",2450,29000,27000,2650,32000,29000,
4,1," SM"," ",33.36,"CAPISTRANO/OBISPO ROADS                                                                                       ",1800,21900,19400,1700,21400,18600,
4,1," SM"," ",35.34,"VALLEMAR/ETHELDORE STREETS                                                                                    ",1350,16800,14200,1550,19500,16800,
4,1," SM"," ",40.75,"PACIFICA, SAN PEDRO AVENUE                                                                                    ",1450,18000,15700,1500,18400,16300,
4,1," SM"," ",40.96,"PACIFICA, LINDA MAR BOULEVARD                                                                                 ",1500,18400,16300,2650,32000,29000,
4,1," SM"," ",42.01,"PACIFICA, ROCKAWAY BEACH AVENUE                                                                               ",2950,36000,33000,4150,50000,46500,
4,1," SM","R",42.58,"PACIFICA, REINA DEL MAR   AVENUE (TO VALLEMAR)                                                                ",4150,50000,46500,4200,50000,47500,
4,1," SM","R",43.21,"BEGIN FREEWAY                                                                                                 ",,,,,,,
4,1," SM","R",43.46,"PACIFICA, SHARP PARK ROAD                                                                                     ",4050,48500,46500,2850,34500,33000,
4,1," SM","R",43.74,"PACIFICA, CLARENDON ROAD/   OCEANA BOULEVARD                                                                  ",2850,34500,33000,3200,39000,37500,
4,1," SM","R",44.88,"PACIFICA, MILAGRA DRIVE   PEDESTRIAN OVERCROSSING                                                             ",3200,39000,37500,2550,31000,30000,
4,1," SM","R",45.39,"PACIFICA, MONTEREY ROAD                                                                                       ",2550,31000,30000,3550,44500,42500,
4,1," SM","R",45.54,"MILEPOST EQUATION   =45.46                                                                                    ",,,,,,,
4,1," SM","R",46.72,"DALY CITY, JCT. RTE. 35                                                                                       ",3550,44500,42500,5100,66000,63000,
4,1," SM","R",47.27,"DALY CITY, CLARINADA AVENUE                                                                                   ",5100,66000,63000,5600,73000,70000,
4,1," SM","R",47.8,"DALY CITY, SOUTH JCT. RTE. 280                                                                                ",5600,73000,70000,"      ","       ","       ",
4,1," SM"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
4,1," SM","R",48.36,"DALY CITY, NORTH JCT. RTE. 2  KNOWLES AVENUE                                                                  ","      ","       ","       ",7300,98000,94000,
4,1," SM","R",48.56,"SAN MATEO COUNTY (DALY   CITY NORTH CITY LIMITS;  END FREEWAY)                                           ","      ","       ","       ","      ","       ","       ",
4,1," SF","R",0,"SAN FRANCISCO COUNTY (SAN   FRANCISCO SOUTH CITY LIMITS)SAN FRANCISCO, ALEMANY BOULEVARD                      ",7300,98000,94000,7800,107000,103000,
4,1," SF","R",0.31,"SAN FRANCISCO, BROTHERHOOD   WAY/STANLEY DRIVE                                                                ",7800,107000,103000,7000,98000,95000,
4,1," SF","R",0.68,"SAN FRANCISCO, 19TH AVENUE/   JUNIPERO SERRA BOULEVARD                                                        ",7000,98000,95000,5500,78000,75000,
4,1," SF"," ",1.35,"SAN FRANCISCO, WINSTON DRIVE                                                                                  ",5500,78000,75000,5500,78000,75000,
4,1," SF"," ",1.9,"SAN FRANCISCO, JCT. RTE. 35/SLOAT BOULEVARD                                                                 ",5500,78000,75000,5900,85000,82000,
4,1," SF"," ",2.87,"SAN FRANCISCO, QUINTARA STREET                                                                                ",5900,84000,82000,5900,85000,82000,
4,1," SF"," ",4.05,"SAN FRANCISCO, LINCOLN WAY                                                                                    ",5800,85000,82000,5400,78000,76000,
4,1," SF"," ",5,"SAN FRANCISCO, FULTON STREET                                                                                  ",4550,66000,64000,4550,66000,64000,
4,1," SF"," ",5.88,"SAN FRANCISCO, LAKE STREET                                                                                    ",4550,66000,64000,4550,66000,64000,
4,1," SF"," ",5.98,"BEGIN FREEWAY                                                                                                 ",,,,,,,
4,1," SF"," ",7.08,"SAN FRANCISCO, PRESIDIO;   SOUTH JCT. RTE. 101                                                                ",4550,66000,64000,"      ","       ","       ",
4,1," SF"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
4,1,"MRN"," ","       ","MARIN COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
4,1,"MRN"," ",0,"MANZANITA, NORTH JCT. RTE. 101                                                                                ","      ","       ","       ",2650,33500,31500,
4,1,"MRN"," ",0.65,"TAMALPAIS JUNCTION,   ALMONTE BOULEVARD                                                                       ",2650,33500,31500,1850,22200,20900,
4,1,"MRN"," ",1.31,"PINE STREET/PINEHILL ROAD                                                                                     ",1500,17100,16100,1300,14600,13700,
4,1,"MRN"," ",1.91,"LORING AVENUE                                                                                                 ",980,10600,9900,1050,6700,8400,
4,1,"MRN"," ",3.35,"PANORAMIC HIGHWAY, SOUTH                                                                                      ",750,7800,7300,320,3550,3050,
4,1,"MRN"," ",5.92,"MUIR WOODS ROAD                                                                                               ",340,3450,3200,370,3650,3400,
4,1,"MRN"," ",12.21,"PANORAMIC HIGHWAY, NORTH                                                                                      ",370,3650,3400,590,5800,5400,
4,1,"MRN"," ",17.07,"FAIRFAX/BOLINAS ROADS                                                                                         ",590,5800,5400,280,2750,2550,
4,1,"MRN"," ",17.2,"BOLINAS ROAD                                                                                                  ",280,2750,2550,290,2800,2600,
4,1,"MRN"," ",26.51,"SIR FRANCIS DRAKE BOULEVARD, SOUTH                                                                            ",290,2800,2600,450,4300,4000,
4,1,"MRN"," ",28.6,"SIR FRANCIS DRAKE BOULEVARD, NORTH                                                                            ",450,4300,4000,700,6600,6100,
